refseq_ncrna	transcript_biotype
NR_033613	transcribed_processed_pseudogene
NR_045837	lincRNA
NR_045174	lincRNA
NR_015519	lincRNA
NR_040622	antisense
NR_040635	lincRNA
NR_015591	antisense
NR_027914	antisense
NR_045825	lincRNA
NR_126076	lincRNA
NR_045172	lincRNA
NR_028363	lincRNA
NR_130989	lincRNA
NR_045164	processed_transcript
NR_040719	lincRNA
NR_131021	lincRNA
NR_015530	antisense
NR_028285	lincRNA
NR_131106	lincRNA
NR_131049	lincRNA
NR_102383	lincRNA
NR_040686	lincRNA
NR_045922	processed_transcript
NR_040429	lincRNA
NR_046068	processed_transcript
NR_015501	antisense
NR_046077	lincRNA
NR_028313	antisense
NR_111985	processed_transcript
NR_126537	retained_intron
NR_110478	lincRNA
NR_027845	processed_transcript
NR_137279	antisense
NR_045571	processed_transcript
NR_033641	bidirectional_promoter_lncRNA
NR_046004	antisense
NR_038030	lincRNA
NR_038031	lincRNA
NR_028111	lincRNA
NR_045040	lincRNA
NR_045042	lincRNA
NR_138594	antisense
NR_132433	antisense
NR_045821	antisense
NR_045551	processed_transcript
NR_024326	antisense
NR_045350	antisense
NR_040427	lincRNA
NR_027289	antisense
NR_027290	antisense
NR_015478	lincRNA
NR_130995	lincRNA
NR_040552	lincRNA
NR_126462	lincRNA
NR_126483	lincRNA
NR_045760	antisense
NR_040694	lincRNA
NR_040693	lincRNA
NR_046046	lincRNA
NR_038008	lincRNA
NR_040594	antisense
NR_104339	retained_intron
NR_104340	retained_intron
NR_045704	lincRNA
NR_033584	lincRNA
NR_045726	antisense
NR_137278	lincRNA
NR_134926	processed_transcript
NR_131046	lincRNA
NR_045487	lincRNA
NR_040593	antisense
NR_033498	lincRNA
NR_045702	antisense
NR_046178	lincRNA
NR_038007	antisense
NR_027981	antisense
NR_040285	processed_transcript
NR_045780	antisense
NR_040609	antisense
NR_077218	lincRNA
NR_045498	lincRNA
NR_046024	lincRNA
NR_028123	retained_intron
NR_131920	antisense
NR_046071	lincRNA
NR_040624	lincRNA
NR_045846	lincRNA
NR_040651	antisense
NR_105062	lincRNA
NR_102437	antisense
NR_110474	retained_intron
NR_036606	antisense
NR_040325	antisense
NR_040460	antisense
NR_036591	lincRNA
NR_110572	antisense
NR_110571	antisense
NR_040735	lincRNA
NR_004448	processed_transcript
NR_136914	lincRNA
NR_045866	lincRNA
NR_037990	lincRNA
NR_040416	lincRNA
NR_046066	lincRNA
NR_015546	lincRNA
NR_037999	lincRNA
NR_040359	processed_transcript
NR_040304	lincRNA
NR_040358	processed_transcript
NR_033581	processed_transcript
NR_045900	lincRNA
NR_045187	processed_transcript
NR_038037	antisense
NR_040473	lincRNA
NR_037920	processed_transcript
NR_130979	lincRNA
NR_045317	antisense
NR_045832	lincRNA
NR_045833	lincRNA
NR_045765	processed_transcript
NR_073175	retained_intron
NR_073176	retained_intron
NR_046041	processed_transcript
NR_130996	processed_transcript
NR_040498	processed_transcript
NR_040499	lincRNA
NR_040408	processed_pseudogene
NR_040715	lincRNA
NR_131041	lincRNA
NR_130958	antisense
NR_130959	antisense
NR_040479	lincRNA
NR_045378	lincRNA
NR_045377	lincRNA
NR_045792	lincRNA
NR_045185	lincRNA
NR_131103	antisense
NR_126082	antisense
NR_126073	antisense
NR_003718	lincRNA
NR_033657	lincRNA
NR_040467	lincRNA
NR_027059	lincRNA
NR_126533	lincRNA
NR_102343	processed_transcript
NR_102344	processed_transcript
NR_126556	lincRNA
NR_038039	lincRNA
NR_003630	processed_transcript
NR_138576	lincRNA
NR_045793	antisense
NR_033451	transcribed_unprocessed_pseudogene
NR_104047	antisense
NR_130997	antisense
NR_045475	antisense
NR_029459	processed_transcript
NR_040478	lincRNA
NR_045956	lincRNA
NR_045149	lincRNA
NR_033618	processed_transcript
NR_104105	transcribed_unprocessed_pseudogene
NR_131759	lincRNA
NR_040617	antisense
NR_131964	antisense
NR_037971	lincRNA
NR_120500	processed_transcript
NR_015507	retained_intron
NR_110513	lincRNA
NR_130318	antisense
NR_130171	antisense
NR_033640	lincRNA
NR_108103	sense_intronic
NR_040664	antisense
NR_131054	lincRNA
NR_131050	lincRNA
NR_126429	antisense
NR_045495	lincRNA
NR_037691	processed_transcript
NR_037690	processed_transcript
NR_024324	processed_pseudogene
NR_038165	antisense
NR_038001	antisense
NR_038002	antisense
NR_040389	processed_transcript
NR_033568	antisense
NR_040497	lincRNA
NR_045423	antisense
NR_033727	retained_intron
NR_045928	antisense
NR_028368	processed_transcript
NR_028122	antisense
NR_033548	antisense
NR_028578	antisense
NR_027970	antisense
NR_040531	antisense
NR_028113	antisense
NR_045754	antisense
NR_024509	processed_transcript
NR_045476	processed_transcript
NR_131915	antisense
NR_131129	lincRNA
NR_015466	antisense
NR_040739	lincRNA
NR_104483	retained_intron
NR_040284	antisense
NR_028124	antisense
NR_040605	lincRNA
NR_040493	lincRNA
NR_033532	processed_transcript
NR_040471	lincRNA
NR_027388	lincRNA
NR_027618	processed_transcript
NR_132097	lincRNA
NR_136918	processed_transcript
NR_131000	antisense
NR_130999	antisense
NR_040763	lincRNA
NR_040643	lincRNA
NR_040545	lincRNA
NR_040482	lincRNA
NR_045470	lincRNA
NR_015535	lincRNA
NR_033594	processed_pseudogene
NR_110420	lincRNA
NR_038005	lincRNA
NR_040412	antisense
NR_040603	antisense
NR_126486	lincRNA
NR_040283	processed_transcript
NR_030699	antisense
NR_045337	lincRNA
NR_033803	lincRNA
NR_040626	antisense
NR_036631	antisense
NR_040353	antisense
NR_040568	lincRNA
NR_015580	sense_overlapping
	misc_RNA
NR_030738	processed_transcript
NR_033542	lincRNA
NR_015598	processed_transcript
NR_045496	processed_transcript
NR_045439	antisense
NR_040464	lincRNA
NR_029384	lincRNA
NR_038023	processed_transcript
NR_015532	antisense
NR_045915	lincRNA
NR_038044	processed_transcript
NR_045046	processed_transcript
NR_051981	retained_intron
NR_132436	bidirectional_promoter_lncRNA
NR_038059	lincRNA
NR_015547	lincRNA
NR_040465	lincRNA
NR_046060	lincRNA
NR_040322	processed_transcript
NR_040589	antisense
NR_038175	antisense
NR_045500	retained_intron
NR_040761	lincRNA
NR_040455	lincRNA
NR_040755	lincRNA
NR_027883	lincRNA
NR_045978	lincRNA
NR_038097	antisense
NR_045482	lincRNA
NR_131918	antisense
NR_038157	antisense
NR_040751	lincRNA
NR_030683	processed_transcript
NR_040296	antisense
NR_033604	processed_pseudogene
NR_029445	lincRNA
NR_045750	bidirectional_promoter_lncRNA
NR_015482	sense_intronic
NR_040590	lincRNA
NR_033625	lincRNA
NR_045800	antisense
NR_033261	lincRNA
NR_029460	processed_transcript
NR_015459	antisense
NR_038057	lincRNA
NR_002840	retained_intron
NR_126493	lincRNA
NR_126492	lincRNA
NR_131758	antisense
NR_033559	lincRNA
NR_136909	antisense
NR_046197	lincRNA
NR_045807	antisense
NR_027832	lincRNA
NR_045556	retained_intron
NR_077222	lincRNA
NR_045416	lincRNA
NR_040759	antisense
NR_045993	antisense
NR_029465	antisense
NR_045831	antisense
NR_046281	processed_transcript
NR_030730	lincRNA
NR_040679	lincRNA
NR_015462	antisense
NR_077242	lincRNA
NR_045758	lincRNA
NR_040558	lincRNA
NR_015480	antisense
NR_027802	pseudogene
NR_040752	lincRNA
NR_073429	TEC
NR_126088	lincRNA
NR_024017	TEC
NR_033555	TEC
NR_131044	lincRNA
NR_131043	lincRNA
NR_136929	antisense
NR_004443	antisense
NR_033560	antisense
NR_131051	lincRNA
NR_040765	antisense
NR_028271	TEC
NR_131005	lincRNA
NR_131006	lincRNA
NR_045949	antisense
NR_030729	lincRNA
NR_045396	lincRNA
NR_045397	lincRNA
NR_040500	antisense
NR_045909	lincRNA
NR_131122	lincRNA
NR_040356	processed_transcript
NR_040633	processed_transcript
NR_040676	antisense
NR_040675	antisense
NR_040392	lincRNA
NR_030676	antisense
NR_040604	antisense
NR_131161	lincRNA
NR_045845	lincRNA
NR_045812	lincRNA
NR_045814	antisense
NR_002452	lincRNA
NR_130973	lincRNA
NR_130974	lincRNA
NR_040714	antisense
NR_040767	lincRNA
NR_002855	antisense
NR_040696	lincRNA
NR_015531	retained_intron
NR_015605	lincRNA
NR_033210	retained_intron
NR_040378	lincRNA
NR_040741	bidirectional_promoter_lncRNA
NR_105026	lincRNA
NR_040386	antisense
NR_045705	lincRNA
NR_131071	lincRNA
NR_040542	antisense
NR_131034	antisense
NR_045334	lincRNA
NR_036453	processed_transcript
NR_040699	lincRNA
NR_030707	unprocessed_pseudogene
NR_034038	lincRNA
NR_001583	lincRNA
NR_045428	antisense
NR_038032	lincRNA
NR_027872	antisense
NR_036630	antisense
NR_040697	lincRNA
NR_126544	antisense
NR_003293	processed_transcript
NR_038013	lincRNA
NR_131016	antisense
NR_045699	lincRNA
NR_045700	lincRNA
NR_131166	lincRNA
NR_138098	antisense
NR_138099	antisense
NR_105029	antisense
NR_105030	antisense
NR_131929	lincRNA
NR_040725	lincRNA
NR_131930	lincRNA
NR_015600	antisense
NR_137285	antisense
NR_027298	antisense
NR_110354	processed_transcript
NR_015529	processed_transcript
NR_040731	lincRNA
NR_028417	antisense
NR_033616	lincRNA
NR_040638	lincRNA
NR_033566	antisense
NR_045895	antisense
NR_131914	lincRNA
NR_037979	lincRNA
NR_045291	processed_transcript
NR_045292	processed_transcript
NR_131196	antisense
NR_110509	lincRNA
NR_037987	lincRNA
NR_133649	processed_transcript
NR_045842	antisense
NR_029437	lincRNA
NR_045954	lincRNA
NR_001461	antisense
NR_126464	sense_intronic
NR_040548	lincRNA
NR_126426	lincRNA
NR_028114	processed_transcript
NR_038349	processed_transcript
NR_045801	lincRNA
NR_111937	processed_transcript
NR_045506	lincRNA
NR_045902	antisense
NR_045806	antisense
NR_040365	antisense
NR_040362	processed_transcript
NR_040373	antisense
NR_040641	antisense
NR_040754	lincRNA
NR_040685	lincRNA
NR_045371	lincRNA
NR_029474	TEC
NR_038127	antisense
NR_038128	antisense
NR_045979	antisense
NR_040317	lincRNA
NR_040672	antisense
NR_027965	antisense
NR_131057	lincRNA
NR_040621	processed_transcript
NR_077245	retained_intron
NR_110985	retained_intron
NR_131014	antisense
NR_130167	lincRNA
NR_027137	antisense
NR_040770	lincRNA
NR_040756	lincRNA
NR_040649	antisense
NR_015510	bidirectional_promoter_lncRNA
NR_046027	lincRNA
NR_040303	lincRNA
NR_015517	lincRNA
NR_110333	processed_transcript
NR_040480	lincRNA
NR_038162	antisense
NR_040579	lincRNA
NR_030674	retained_intron
NR_040529	antisense
NR_102283	processed_transcript
NR_040532	lincRNA
NR_040533	lincRNA
NR_046062	antisense
NR_015555	lincRNA
NR_033593	processed_pseudogene
NR_033595	processed_pseudogene
NR_040611	lincRNA
NR_040612	lincRNA
NR_045907	lincRNA
NR_045803	lincRNA
NR_045810	lincRNA
NR_033431	lincRNA
NR_033432	lincRNA
NR_015468	lincRNA
NR_033433	lincRNA
	snoRNA
NR_029412	snoRNA
	snRNA
	miRNA
NR_106075	miRNA
NR_029810	miRNA
NR_035436	miRNA
NR_105888	miRNA
NR_046153	rRNA
NR_039558	miRNA
NR_029594	miRNA
NR_106134	miRNA
NR_105872	miRNA
NR_106130	miRNA
NR_029642	miRNA
NR_030274	miRNA
NR_034044	snoRNA
NR_105826	miRNA
NR_046126	rRNA
NR_030154	miRNA
NR_035448	miRNA
NR_030759	miRNA
NR_029575	miRNA
NR_106078	miRNA
NR_039568	miRNA
NR_105865	miRNA
NR_037256	miRNA
NR_106154	miRNA
NR_039594	miRNA
NR_030498	miRNA
NR_029793	miRNA
NR_030548	miRNA
NR_106125	miRNA
NR_030530	miRNA
NR_029548	miRNA
NR_039560	miRNA
NR_037262	miRNA
NR_030576	miRNA
NR_035407	miRNA
NR_029855	miRNA
	scaRNA
	ribozyme
NR_106102	miRNA
NR_029849	miRNA
NR_106097	miRNA
NR_030443	miRNA
NR_106105	miRNA
NR_029585	miRNA
NR_105998	miRNA
NR_029577	miRNA
NR_106140	miRNA
NR_046134	rRNA
NR_105873	miRNA
NR_105961	miRNA
NR_049189	miRNA
NR_046144	rRNA
NR_035437	miRNA
NR_106180	miRNA
NR_029825	miRNA
NR_105960	miRNA
NR_105794	miRNA
NR_024202	misc_RNA
NR_034043	snoRNA
NR_106166	miRNA
NR_028274	snoRNA
NR_049200	miRNA
NR_106021	miRNA
NR_039549	miRNA
NR_106186	miRNA
NR_030468	miRNA
NR_105846	miRNA
NR_028515	snoRNA
NR_029776	miRNA
NR_033778	snoRNA
NR_106133	miRNA
NR_106164	miRNA
NR_105992	miRNA
NR_030500	miRNA
NR_106118	miRNA
NR_106187	miRNA
NR_030574	miRNA
NR_106156	miRNA
NR_035408	miRNA
NR_029765	miRNA
NR_106030	miRNA
NR_035489	miRNA
NR_105809	miRNA
NR_030447	miRNA
NR_029827	miRNA
NR_029648	miRNA
NR_106111	miRNA
NR_035429	miRNA
NR_029918	miRNA
NR_029881	miRNA
NR_106169	miRNA
NR_035416	miRNA
NR_029773	miRNA
NR_029816	miRNA
NR_105876	miRNA
NR_035426	miRNA
NR_105783	miRNA
NR_029566	miRNA
NR_035500	miRNA
NR_029760	miRNA
NR_030562	miRNA
NR_106065	miRNA
NR_049193	miRNA
NR_003644	processed_pseudogene
NR_106201	miRNA
NR_105758	miRNA
NR_035443	miRNA
NR_106150	miRNA
NR_046305	snoRNA
NR_035422	miRNA
NR_105761	miRNA
NR_105820	miRNA
NR_030449	miRNA
NR_035446	miRNA
NR_030262	miRNA
NR_106002	miRNA
NR_030493	miRNA
NR_029916	miRNA
NR_029729	miRNA
NR_105898	miRNA
NR_030460	miRNA
NR_105931	miRNA
NR_037302	miRNA
NR_046128	rRNA
NR_034049	snoRNA
NR_030151	miRNA
NR_105835	miRNA
NR_105947	miRNA
NR_029820	miRNA
NR_130339	miRNA
NR_106087	miRNA
NR_030532	miRNA
NR_106047	miRNA
NR_028528	snoRNA
NR_029913	miRNA
NR_037253	miRNA
NR_029563	miRNA
NR_106077	miRNA
NR_030450	miRNA
NR_105989	miRNA
NR_029738	miRNA
NR_037278	miRNA
NR_105772	miRNA
NR_037309	miRNA
NR_029528	miRNA
NR_035431	miRNA
NR_030603	miRNA
NR_130331	miRNA
NR_128566	miRNA
NR_046132	rRNA
NR_029564	miRNA
NR_035493	miRNA
NR_029555	miRNA
NR_029527	miRNA
NR_034052	snoRNA
NR_130325	miRNA
NR_002142	ribozyme
NR_002898	snoRNA
NR_105815	miRNA
NR_106025	miRNA
NR_035442	miRNA
NR_028556	snoRNA
NR_105819	miRNA
NR_037209	miRNA
NR_029784	miRNA
NR_106127	miRNA
NR_037263	miRNA
NR_028513	snoRNA
NR_105933	miRNA
NR_034050	snoRNA
NR_029645	miRNA
NR_037243	miRNA
NR_029602	miRNA
NR_105851	miRNA
NR_037249	miRNA
NR_106173	miRNA
NR_037296	miRNA
NR_106165	miRNA
NR_105881	miRNA
NR_029558	miRNA
NR_030762	snoRNA
NR_028551	snoRNA
NR_029580	miRNA
NR_035483	miRNA
NR_029971	miRNA
NR_105850	miRNA
NR_106183	miRNA
NR_105785	miRNA
NR_106149	miRNA
NR_030555	miRNA
NR_106196	miRNA
NR_105958	miRNA
NR_037292	miRNA
NR_030271	miRNA
NR_028522	snoRNA
NR_035421	miRNA
NR_105904	miRNA
NR_030569	miRNA
NR_029804	miRNA
NR_105902	miRNA
NR_029546	miRNA
NR_105743	miRNA
NR_029550	miRNA
NR_105905	miRNA
NR_046130	rRNA
NR_049201	miRNA
NR_046125	rRNA
NR_029726	miRNA
NR_105940	miRNA
NR_029767	miRNA
NR_035526	miRNA
NR_039563	miRNA
NR_035440	miRNA
NR_046143	rRNA
NR_028549	snoRNA
NR_105935	miRNA
NR_030459	miRNA
NR_002843	snoRNA
NR_027863	snoRNA
NR_004416	snoRNA
NR_004415	snoRNA
NR_029851	miRNA
NR_030424	miRNA
NR_030260	miRNA
NR_030537	miRNA
NR_105821	miRNA
NR_046140	rRNA
NR_039540	miRNA
NR_030704	snoRNA
NR_029569	miRNA
NR_029766	miRNA
NR_029798	miRNA
NR_105976	miRNA
NR_037225	miRNA
NR_028273	snoRNA
NR_037233	miRNA
NR_035478	miRNA
NR_035528	miRNA
NR_028524	snoRNA
NR_130324	miRNA
NR_105847	miRNA
NR_029959	miRNA
NR_106121	miRNA
NR_030645	miRNA
NR_106142	miRNA
NR_002455	snoRNA
NR_105830	miRNA
NR_037235	miRNA
NR_105805	miRNA
NR_046302	snoRNA
NR_035417	miRNA
NR_046129	rRNA
NR_046127	rRNA
NR_029759	miRNA
NR_106172	miRNA
NR_049206	miRNA
NR_035497	miRNA
NR_037247	miRNA
NR_004412	snRNA
NR_028570	snoRNA
NR_029650	miRNA
NR_039543	miRNA
NR_033779	snoRNA
NR_037222	miRNA
NR_029813	miRNA
NR_028571	snoRNA
NR_030611	miRNA
NR_105768	miRNA
NR_029876	miRNA
NR_105808	miRNA
NR_105965	miRNA
NR_105789	miRNA
NR_039586	miRNA
NR_030269	miRNA
NR_037284	miRNA
NR_105878	miRNA
NR_105913	miRNA
	sRNA
NR_029753	miRNA
NR_035501	miRNA
NR_029772	miRNA
NR_029783	miRNA
NR_105843	miRNA
NR_035432	miRNA
NR_030531	miRNA
NR_105779	miRNA
NR_029819	miRNA
NR_105962	miRNA
NR_046145	rRNA
NR_004418	snoRNA
NR_105964	miRNA
NR_030434	miRNA
NR_049191	miRNA
NR_105925	miRNA
NR_002173	snoRNA
NR_049194	miRNA
NR_030474	miRNA
NR_106198	miRNA
NR_030564	miRNA
NR_037204	miRNA
NR_106042	miRNA
NR_106026	miRNA
NR_029826	miRNA
NR_030605	miRNA
NR_105849	miRNA
NR_049202	miRNA
NR_004414	snRNA
NR_049195	miRNA
NR_028566	snoRNA
NR_029719	miRNA
NR_028563	snoRNA
NR_029728	miRNA
NR_105957	miRNA
NR_106012	miRNA
NR_029794	miRNA
NR_002899	snoRNA
NR_105780	miRNA
NR_037210	miRNA
NR_035463	miRNA
NR_030557	miRNA
NR_030644	miRNA
NR_105956	miRNA
NR_037265	miRNA
NR_030524	miRNA
NR_105787	miRNA
NR_106092	miRNA
NR_029720	miRNA
NR_105973	miRNA
NR_030546	miRNA
NR_035435	miRNA
NR_106089	miRNA
NR_106104	miRNA
NR_035415	miRNA
NR_039573	miRNA
NR_105950	miRNA
NR_028079	snoRNA
NR_039578	miRNA
NR_000002	snoRNA
NR_035517	miRNA
NR_035412	miRNA
NR_030490	miRNA
NR_035502	miRNA
NR_029762	miRNA
NR_105996	miRNA
NR_030485	miRNA
NR_105984	miRNA
NR_105824	miRNA
NR_029883	miRNA
NR_030427	miRNA
NR_105829	miRNA
NR_029568	miRNA
NR_030535	miRNA
NR_105764	miRNA
NR_105884	miRNA
NR_037266	miRNA
NR_128567	miRNA
NR_029543	miRNA
NR_035420	miRNA
NR_037218	miRNA
NR_037213	miRNA
NR_106032	miRNA
NR_106018	miRNA
NR_030436	miRNA
NR_029764	miRNA
NR_105994	miRNA
NR_037237	miRNA
NR_106190	miRNA
NR_029561	miRNA
NR_030536	miRNA
NR_035466	miRNA
NR_029739	miRNA
NR_029574	miRNA
NR_105869	miRNA
NR_105930	miRNA
NR_030542	miRNA
NR_105914	miRNA
NR_035445	miRNA
NR_029822	miRNA
NR_039544	miRNA
NR_030272	miRNA
NR_106115	miRNA
NR_028543	snoRNA
NR_035487	miRNA
NR_029559	miRNA
NR_105800	miRNA
NR_106161	miRNA
NR_049184	miRNA
NR_030547	miRNA
NR_037299	miRNA
NR_035444	miRNA
NR_039598	miRNA
NR_030153	miRNA
NR_105974	miRNA
NR_039596	miRNA
NR_105860	miRNA
NR_039592	miRNA
NR_030604	miRNA
NR_030483	miRNA
NR_035430	miRNA
NR_039589	miRNA
NR_030687	misc_RNA
NR_029715	miRNA
NR_029741	miRNA
NR_037289	miRNA
NR_130333	miRNA
NR_030705	snoRNA
NR_029817	miRNA
NR_105917	miRNA
NR_035488	miRNA
NR_106036	miRNA
NR_030276	miRNA
NR_105951	miRNA
NR_046119	rRNA
NR_035441	miRNA
NR_106141	miRNA
NR_105782	miRNA
NR_105862	miRNA
NR_030432	miRNA
NR_105841	miRNA
NR_029731	miRNA
NR_029801	miRNA
NR_105877	miRNA
NR_035495	miRNA
NR_106136	miRNA
	IG_LV_gene
NR_037268	miRNA
NR_106191	miRNA
NR_105887	miRNA
NR_030149	miRNA
NR_029747	miRNA
NR_105922	miRNA
NR_049203	miRNA
NR_029736	miRNA
NR_037290	miRNA
NR_035427	miRNA
NR_046147	rRNA
NR_105955	miRNA
NR_105997	miRNA
NR_029809	miRNA
NR_030571	miRNA
NR_105939	miRNA
NR_039570	miRNA
NR_030454	miRNA
NR_105823	miRNA
NR_030426	miRNA
NR_035449	miRNA
NR_029734	miRNA
NR_105857	miRNA
NR_105816	miRNA
NR_030608	miRNA
NR_030497	miRNA
NR_029538	miRNA
NR_105882	miRNA
NR_039545	miRNA
NR_106072	miRNA
NR_105818	miRNA
NR_037234	miRNA
NR_029534	miRNA
NR_035473	miRNA
NR_030573	miRNA
NR_037304	miRNA
NR_030261	miRNA
NR_105842	miRNA
NR_029796	miRNA
NR_106003	miRNA
NR_039565	miRNA
NR_029791	miRNA
NR_029961	miRNA
NR_028512	snoRNA
NR_037254	miRNA
NR_030430	miRNA
NR_030471	miRNA
NR_030416	miRNA
NR_105786	miRNA
NR_030529	miRNA
NR_029754	miRNA
NR_037212	miRNA
NR_106138	miRNA
NR_029792	miRNA
NR_029908	miRNA
NR_037294	miRNA
NR_105894	miRNA
NR_037287	miRNA
NR_029781	miRNA
NR_105827	miRNA
NR_029757	miRNA
NR_106031	miRNA
NR_106199	miRNA
NR_028282	snoRNA
NR_029652	miRNA
NR_046141	rRNA
NR_029742	miRNA
NR_029600	miRNA
NR_029540	miRNA
NR_106184	miRNA
NR_105982	miRNA
NR_028539	snoRNA
NR_029769	miRNA
NR_105934	miRNA
NR_039567	miRNA
NR_105832	miRNA
NR_105886	miRNA
NR_035484	miRNA
NR_029910	miRNA
NR_105979	miRNA
NR_037306	miRNA
NR_037248	miRNA
NR_030559	miRNA
NR_029589	miRNA
NR_039590	miRNA
NR_105825	miRNA
NR_029915	miRNA
NR_106139	miRNA
NR_030469	miRNA
NR_039576	miRNA
NR_105750	miRNA
NR_029656	miRNA
NR_035464	miRNA
NR_029526	miRNA
NR_049185	miRNA
NR_029539	miRNA
NR_105859	miRNA
NR_106061	miRNA
NR_130326	miRNA
NR_105945	miRNA
NR_106124	miRNA
NR_039585	miRNA
NR_030242	miRNA
NR_029567	miRNA
NR_030578	miRNA
NR_105946	miRNA
NR_106116	miRNA
NR_105923	miRNA
NR_035418	miRNA
NR_030481	miRNA
NR_004410	snoRNA
NR_035450	miRNA
NR_106040	miRNA
NR_106160	miRNA
NR_105995	miRNA
NR_028548	snoRNA
NR_030415	miRNA
NR_029823	miRNA
NR_106189	miRNA
NR_105987	miRNA
NR_128568	miRNA
NR_030264	miRNA
NR_004432	snRNA
NR_105918	miRNA
NR_029806	miRNA
NR_030263	miRNA
NR_030423	miRNA
NR_106028	miRNA
NR_106062	miRNA
NR_037270	miRNA
NR_037283	miRNA
NR_106009	miRNA
NR_106050	miRNA
NR_030543	miRNA
NR_105834	miRNA
NR_029763	miRNA
NR_029808	miRNA
NR_105797	miRNA
NR_029771	miRNA
NR_029740	miRNA
NR_030523	miRNA
NR_029744	miRNA
NR_030478	miRNA
NR_037261	miRNA
NR_039591	miRNA
NR_030541	miRNA
NR_109835	miRNA
NR_029735	miRNA
NR_002895	snoRNA
NR_130334	miRNA
NR_035406	miRNA
NR_106039	miRNA
NR_106113	miRNA
NR_105802	miRNA
NR_029880	miRNA
NR_105910	miRNA
NR_106081	miRNA
NR_106000	miRNA
NR_106023	miRNA
NR_030404	miRNA
NR_106083	miRNA
NR_002852	snRNA
NR_105769	miRNA
NR_106008	miRNA
NR_030606	miRNA
NR_030552	miRNA
NR_029551	miRNA
NR_128565	miRNA
NR_106043	miRNA
NR_130344	miRNA
NR_106101	miRNA
NR_105749	miRNA
NR_035503	miRNA
NR_105991	miRNA
NR_029745	miRNA
NR_030438	miRNA
NR_105757	miRNA
NR_030470	miRNA
NR_106069	miRNA
NR_105977	miRNA
NR_029590	miRNA
NR_029958	miRNA
NR_029530	miRNA
NR_029790	miRNA
NR_046150	rRNA
NR_037215	miRNA
NR_106143	miRNA
NR_106135	miRNA
NR_029815	miRNA
NR_030254	miRNA
NR_028575	snoRNA
NR_030612	miRNA
NR_105885	miRNA
NR_029800	miRNA
NR_105774	miRNA
NR_037681	snoRNA
NR_106060	miRNA
NR_030499	miRNA
NR_039572	miRNA
NR_030549	miRNA
NR_105746	miRNA
NR_037224	miRNA
NR_030458	miRNA
NR_030607	miRNA
NR_030492	miRNA
NR_029730	miRNA
NR_049196	miRNA
NR_029724	miRNA
NR_039584	miRNA
NR_029593	miRNA
NR_105790	miRNA
NR_105999	miRNA
NR_030702	snoRNA
NR_002902	snoRNA
NR_029659	miRNA
NR_030565	miRNA
NR_105897	miRNA
NR_029778	miRNA
NR_030538	miRNA
NR_028565	snoRNA
NR_001460	ribozyme
NR_105745	miRNA
NR_030439	miRNA
NR_049192	miRNA
NR_035472	miRNA
NR_029573	miRNA
NR_106053	miRNA
NR_035419	miRNA
NR_039551	miRNA
NR_130323	miRNA
NR_106202	miRNA
NR_106073	miRNA
NR_030435	miRNA
NR_106163	miRNA
NR_029758	miRNA
NR_037228	miRNA
NR_028433	snoRNA
NR_046133	rRNA
NR_039587	miRNA
NR_029799	miRNA
NR_035451	miRNA
NR_130337	miRNA
NR_037285	miRNA
NR_105837	miRNA
NR_035467	miRNA
NR_106162	miRNA
NR_106157	miRNA
NR_105762	miRNA
NR_106177	miRNA
NR_105751	miRNA
NR_106049	miRNA
NR_029576	miRNA
NR_105844	miRNA
NR_029752	miRNA
NR_037244	miRNA
NR_028573	snoRNA
NR_030467	miRNA
NR_037252	miRNA
NR_030428	miRNA
NR_106005	miRNA
NR_106152	miRNA
NR_106063	miRNA
NR_105866	miRNA
NR_030440	miRNA
NR_106035	miRNA
NR_106074	miRNA
NR_039538	miRNA
NR_039566	miRNA
NR_029750	miRNA
NR_105978	miRNA
NR_035411	miRNA
NR_037239	miRNA
NR_030259	miRNA
NR_029901	miRNA
NR_039555	miRNA
NR_106182	miRNA
NR_030463	miRNA
NR_035447	miRNA
NR_030251	miRNA
NR_034051	snoRNA
NR_004419	misc_RNA
NR_030453	miRNA
NR_035496	miRNA
NR_105807	miRNA
NR_028553	snoRNA
NR_033336	snoRNA
NR_030560	miRNA
NR_035527	miRNA
NR_029795	miRNA
NR_029657	miRNA
NR_029818	miRNA
NR_052008	misc_RNA
NR_052007	misc_RNA
NR_106122	miRNA
NR_105968	miRNA
NR_035519	miRNA
NR_105927	miRNA
NR_105916	miRNA
NR_130341	miRNA
NR_106194	miRNA
NR_128564	miRNA
NR_106059	miRNA
NR_030539	miRNA
NR_105966	miRNA
NR_029653	miRNA
NR_130342	miRNA
NR_105900	miRNA
NR_029581	miRNA
NR_037229	miRNA
NR_106112	miRNA
NR_029646	miRNA
NR_105924	miRNA
NR_105908	miRNA
NR_029902	miRNA
NR_029914	miRNA
NR_030403	miRNA
NR_046151	rRNA
NR_037275	miRNA
NR_106016	miRNA
NR_030448	miRNA
NR_106045	miRNA
NR_106024	miRNA
NR_106066	miRNA
NR_003681	snoRNA
NR_030558	miRNA
NR_037267	miRNA
NR_035474	miRNA
NR_037206	miRNA
NR_105952	miRNA
NR_106037	miRNA
NR_105921	miRNA
NR_030563	miRNA
NR_105763	miRNA
NR_029545	miRNA
NR_029541	miRNA
NR_029529	miRNA
NR_030487	miRNA
NR_106144	miRNA
NR_106057	miRNA
NR_105831	miRNA
